NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,TAX_CLASS_AT_PRESENT,BLOCK,LOT,BUILDING_CLASS_PRESENT,ADDRESS,ZIP_CODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,BUILDING_CLASS_AT_TIME_OF_SALE,SALES,SALE_DATE
CHINATOWN                ,22  STORE BUILDINGS                         ,4,304,6,K9, 105 BOWERY                                ,10002.0,4,1.0,5,"2,615","10,060",1900.0,4, K9 ,3816973,2013-03-06
CHINATOWN                ,23  LOFT BUILDINGS                          ,4,196,26,L9, 86 WALKER STREET                          ,10013.0,0,7.0,7,"2,242","12,000",1915.0,4, L9 ,0,2012-12-19
CHINATOWN                ,23  LOFT BUILDINGS                          ,4,280,29,L8, 63 EAST BROADWAY                          ,10002.0,0,5.0,5,"1,875","7,000",1900.0,4, L8 ,0,2012-11-16
CHINATOWN                ,26  OTHER HOTELS                            ,4,203,17,H9, 88 BOWERY                                 ,10013.0,0,8.0,8,"5,017","31,000",1910.0,4, H9 ,14837607,2013-03-06
CHINATOWN                ,28  COMMERCIAL CONDOS                       ,4,172,1602,R5, 372 BROADWAY                              ,10013.0,0,1.0,1,0,0,1915.0,4, R5 ,10300000,2013-02-07
CHINATOWN                ,28  COMMERCIAL CONDOS                       ,4,280,1008,R5, 17-23 EAST BROADWAY                       ,10002.0,0,1.0,1,0,0,1899.0,4, R5 ,400000,2013-02-21
CHINATOWN                ,28  COMMERCIAL CONDOS                       ,4,280,1009,R5, 17-23 EAST BROADWAY                       ,10002.0,0,1.0,1,0,0,1899.0,4, R5 ,400000,2013-02-21
CIVIC CENTER             ,07  RENTALS - WALKUP APARTMENTS             ,2B,150,17,C7, 118 DUANE STREET                          ,10007.0,7,3.0,10,"5,833","27,853",1915.0,2, C7 ,11000000,2013-04-06
CIVIC CENTER             ,07  RENTALS - WALKUP APARTMENTS             ,2B,150,17,C7, 118 DUANE STREET                          ,10007.0,7,3.0,10,"5,833","27,853",1915.0,2, C7 ,0,2013-04-06
CIVIC CENTER             ,07  RENTALS - WALKUP APARTMENTS             ,2,175,24,C7, 51 WHITE STREET                           ,10013.0,13,4.0,17,"4,352","19,700",1915.0,2, C7 ,0,2012-12-24
CIVIC CENTER             ,08  RENTALS - ELEVATOR APARTMENTS           ,2,134,11,D6, 125 CHURCH STREET                         ,10007.0,15,5.0,20,"4,503","31,000",1930.0,2, D6 ,0,2013-01-01
CIVIC CENTER             ,08  RENTALS - ELEVATOR APARTMENTS           ,2,134,11,D6, 125 CHURCH STREET                         ,10007.0,15,5.0,20,"4,503","31,000",1930.0,2, D6 ,0,2012-10-31
CIVIC CENTER             ,08  RENTALS - ELEVATOR APARTMENTS           ,2A,146,14,D2, 148 DUANE STREET                          ,10013.0,4,2.0,6,"3,909","17,000",1930.0,2, D2 ,5663000,2012-12-14
CIVIC CENTER             ,08  RENTALS - ELEVATOR APARTMENTS           ,2A,146,14,D2, 148 DUANE STREET                          ,10013.0,4,2.0,6,"3,909","17,000",1930.0,2, D2 ,5662000,2012-12-14
CIVIC CENTER             ,08  RENTALS - ELEVATOR APARTMENTS           ,2,173,17,D7, 74 LEONARD STREET                         ,10013.0,18,1.0,19,"3,828","23,000",1920.0,2, D7 ,13650000,2012-09-10
CIVIC CENTER             ,14  RENTALS - 4-10 UNIT                     ,2A,177,6,S9, 55 LEONARD STREET                         ,10013.0,4,2.0,6,"2,442","10,800",1915.0,2, S9 ,4200000,2012-09-28
CIVIC CENTER             ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,133,1003,R8, 41 MURRAY STREET                          ,10007.0,0,1.0,1,0,0,1915.0,2, R8 ,2450000,2013-01-02
CIVIC CENTER             ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,145,1501,R8, 119 CHAMBERS STREET                       ,10007.0,0,1.0,1,0,0,1920.0,2, R8 ,2500000,2012-12-19
CIVIC CENTER             ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,147,1101,R8, 68 THOMAS STREET                          ,10013.0,0,1.0,1,0,0,1880.0,2, R8 ,1875000,2013-11-06
CIVIC CENTER             ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,147,1101,R8, 68 THOMAS STREET                          ,10013.0,0,1.0,1,0,0,1880.0,2, R8 ,0,2013-11-06
CIVIC CENTER             ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,174,1109,R8, 85 LEONARD STREET                         ,10013.0,0,1.0,1,0,0,1910.0,2, R8 ,0,2013-01-04
CIVIC CENTER             ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,175,1401,R8, 88 FRANKLIN STREET                        ,10013.0,0,1.0,1,0,0,1915.0,2, R8 ,359500,2012-12-21
CIVIC CENTER             ,22  STORE BUILDINGS                         ,4,178,21,K9, 1 WHITE STREET                            ,10013.0,1,2.0,3,705,"2,820",1915.0,4, K9 ,4200000,2013-06-18
CIVIC CENTER             ,23  LOFT BUILDINGS                          ,4,174,11,L9, 251 CHURCH STREET                         ,10013.0,5,2.0,7,"2,885","14,425",1910.0,4, L9 ,0,2013-04-23
CIVIC CENTER             ,23  LOFT BUILDINGS                          ,4,174,11,L9, 69 LEONARD STREET                         ,10013.0,5,2.0,7,"2,885","14,425",1910.0,4, L9 ,2669333,2012-12-21
CIVIC CENTER             ,23  LOFT BUILDINGS                          ,4,174,19,L9, 91 FRANKLIN STREET                        ,10013.0,3,2.0,5,"2,342","10,298",1920.0,4, L9 ,1200000,2012-08-21
CIVIC CENTER             ,23  LOFT BUILDINGS                          ,4,175,6,L9, 82 FRANKLIN STREET                        ,10013.0,5,1.0,6,"2,508","11,400",1915.0,4, L9 ,0,2012-11-12
CIVIC CENTER             ,26  OTHER HOTELS                            ,4,145,12,H9, 95 WEST BROADWAY                          ,10007.0,0,6.0,6,"7,593","39,075",1920.0,4, H9 ,0,2013-06-20
CIVIC CENTER             ,28  COMMERCIAL CONDOS                       ,4,145,1301,R5, 97 READE STREET                           ,10013.0,0,1.0,1,0,0,1920.0,4, R5 ,4800000,2013-11-07
CIVIC CENTER             ,28  COMMERCIAL CONDOS                       ,4,145,1302,R5, 97 READE STREET                           ,10013.0,0,1.0,1,0,0,1920.0,4, R5 ,0,2013-11-07
CIVIC CENTER             ,28  COMMERCIAL CONDOS                       ,4,145,1303,R5, 97 READE STREET                           ,10013.0,0,1.0,1,0,0,1920.0,4, R5 ,0,2013-11-07
CIVIC CENTER             ,28  COMMERCIAL CONDOS                       ,4,145,1304,R5, 97 READE STREET                           ,10013.0,0,1.0,1,0,0,1920.0,4, R5 ,0,2013-11-07
CIVIC CENTER             ,28  COMMERCIAL CONDOS                       ,4,146,1003,R5, 100 READE STREET                          ,10013.0,0,1.0,1,0,0,1895.0,4, R5 ,10,2012-08-16
CLINTON                  ,02  TWO FAMILY HOMES                        ,1,1060,154,S2, 448 WEST 51ST   STREET                    ,10019.0,2,1.0,3,"1,883","5,492",1910.0,1, S2 ,2950000,2012-08-27
CLINTON                  ,07  RENTALS - WALKUP APARTMENTS             ,2,1055,29,C7, 643 9 AVENUE                              ,10036.0,19,2.0,21,"3,200","15,200",1910.0,2, C7 ,17000000,2013-05-28
CLINTON                  ,07  RENTALS - WALKUP APARTMENTS             ,2,1055,136,C7, 402 WEST 46TH STREET                      ,10036.0,11,1.0,12,"2,500","9,805",1929.0,2, C7 ,0,2013-06-02
CLINTON                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,1059,29,C7, 721 9 AVENUE                              ,10019.0,8,1.0,9,"3,160","10,200",1910.0,2, C7 ,600000,2012-08-22
CLINTON                  ,07  RENTALS - WALKUP APARTMENTS             ,2,1060,32,C7, 747 9 AVENUE                              ,10019.0,12,1.0,13,"2,500","9,900",1901.0,2, C7 ,5375000,2013-11-06
CLINTON                  ,07  RENTALS - WALKUP APARTMENTS             ,2,1060,35,C7, 753 NINTH AVENUE                          ,10019.0,12,1.0,13,"2,517","10,650",1920.0,2, C7 ,0,2013-01-02
CLINTON                  ,07  RENTALS - WALKUP APARTMENTS             ,2,1060,44,C7, 420-424 WEST 51ST   STREET                ,10019.0,12,1.0,13,"5,021","13,069",1910.0,2, C7 ,5325000,2012-10-22
CLINTON                  ,07  RENTALS - WALKUP APARTMENTS             ,2,1061,29,C7, 761 NINTH AVENUE                          ,10019.0,9,3.0,12,"2,094","7,904",1901.0,2, C7 ,0,2013-07-22
CLINTON                  ,07  RENTALS - WALKUP APARTMENTS             ,2,1063,12,C7, 437 WEST 53RD   STREET                    ,10019.0,11,1.0,12,"2,510","8,641",1910.0,2, C7 ,3950000,2013-03-19
CLINTON                  ,07  RENTALS - WALKUP APARTMENTS             ,2,1064,4,C7, 818 10TH AVENUE                           ,10019.0,16,2.0,18,"3,333","12,330",1910.0,2, C7 ,8400000,2013-06-08
CLINTON                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,1064,9,C7, 443 WEST 54TH   STREET                    ,10019.0,7,1.0,8,"2,750","7,457",1920.0,2, C7 ,4000000,2012-11-26
CLINTON                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,1075,36,C7, 667 10TH   AVENUE                         ,10036.0,8,2.0,10,"1,907","7,858",1910.0,2, C7 ,0,2013-02-08
CLINTON                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,1086,30,C7, 877 10TH   AVENUE                         ,10019.0,8,2.0,10,"1,875","7,500",1910.0,2, C7 ,4800000,2012-11-20
CLINTON                  ,08  RENTALS - ELEVATOR APARTMENTS           ,2B,1058,62,D6, 698 10TH   AVENUE                         ,10019.0,9,1.0,10,"2,193","9,385",1910.0,2, D6 ,5500000,2013-06-13
CLINTON                  ,14  RENTALS - 4-10 UNIT                     ,2A,1055,62,S5, 650 10TH   AVENUE                         ,10036.0,5,1.0,6,"1,200","3,900",1910.0,2, S5 ,0,2012-12-21
CLINTON                  ,14  RENTALS - 4-10 UNIT                     ,2A,1055,130,S4, 647 9 AVENUE                              ,10036.0,4,1.0,5,"1,613","6,694",1910.0,2, S4 ,8500000,2013-05-28
CLINTON                  ,14  RENTALS - 4-10 UNIT                     ,2A,1059,34,S9, 733 NINTH AVENUE                          ,10019.0,3,2.0,5,"2,100","7,740",1910.0,2, S9 ,6275000,2012-12-27
CLINTON                  ,14  RENTALS - 4-10 UNIT                     ,2A,1059,162,S4, 458 WEST 50TH   STREET                    ,10019.0,4,1.0,5,"1,205","3,780",1910.0,2, S4 ,2980000,2012-12-20
CLINTON                  ,21  OFFICE BUILDINGS                        ,4,1094,21,O9, 617 WEST 46TH   STREET                    ,10036.0,0,2.0,2,"5,000","10,000",1940.0,4, O9 ,5450000,2012-08-23
CLINTON                  ,21  OFFICE BUILDINGS                        ,4,1102,18,O9, 619 WEST 54TH   STREET                    ,10019.0,0,12.0,12,"30,125","277,600",1930.0,4, O9 ,112000000,2012-10-18
CLINTON                  ,22  STORE BUILDINGS                         ,4,1093,36,K1, 623 11TH   AVENUE                         ,10036.0,0,2.0,2,"2,510","6,000",1920.0,4, K1 ,0,2013-06-28
CLINTON                  ,23  LOFT BUILDINGS                          ,4,1064,5,L8, 451 WEST 54TH   STREET                    ,10019.0,1,1.0,2,"2,460","6,352",1920.0,4, L8 ,6850000,2013-05-29
CLINTON                  ,23  LOFT BUILDINGS                          ,4,1086,48,L9, 530 WEST 58TH   STREET                    ,10019.0,0,2.0,2,"5,021","9,900",1925.0,4, L9 ,17000000,2013-04-19
CLINTON                  ,23  LOFT BUILDINGS                          ,4,1086,50,L9, 534 WEST 58TH   STREET                    ,10019.0,0,4.0,4,"5,021","28,926",1925.0,4, L9 ,0,2013-04-19
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1053,1295,R5, 464 WEST 44TH   STREET                    ,10036.0,0,1.0,1,0,0,2006.0,4, R5 ,45000,2013-08-07
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1053,1300,R5, 464 WEST 44TH   STREET                    ,10036.0,0,1.0,1,0,0,2006.0,4, R5 ,0,2012-12-27
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1053,1301,R5, 464 WEST 44TH   STREET                    ,10036.0,0,1.0,1,0,0,2006.0,4, R5 ,0,2012-12-27
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1303,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2012-04-10
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1304,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2013-04-02
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1308,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,55000,2012-09-08
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1309,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,100000,2013-06-17
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1310,R5, N/A WEST 54TH   STREET                    ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2013-06-17
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1311,R5, N/A WEST 54TH   STREET                    ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2013-06-28
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1312,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2012-03-12
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1313,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,200000,2013-06-17
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1315,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,150000,2013-04-29
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1316,R5, N/A WEST 54TH   STREET                    ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2013-06-17
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1317,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2013-10-01
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1318,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2012-11-13
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1319,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,152100,2013-03-22
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1320,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2012-12-12
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1321,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2013-04-15
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1321,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,150000,2013-04-15
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1322,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2013-04-02
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1322,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2012-10-22
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1323,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,152100,2013-02-22
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1324,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2013-02-21
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1325,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,150000,2013-02-19
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1326,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2013-03-18
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1327,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2013-03-14
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1328,R5, WEST 54TH   STREET                        ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2012-12-28
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1329,R5, N/A WEST 54TH   STREET                    ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2013-06-17
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1063,1330,R5, N/A WEST 54TH   STREET                    ,10019.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2013-06-17
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1074,300,R5, 545 WEST 45TH   STREET                    ,10036.0,0,1.0,1,0,0,1910.0,4, R5 ,4000000,2013-04-01
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1074,600,R5, 535 WEST 45TH   STREET                    ,10036.0,0,1.0,1,0,0,1910.0,4, R5 ,0,2012-11-20
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1074,600,R5, 535 WEST 45TH   STREET                    ,10036.0,0,1.0,1,0,0,1910.0,4, R5 ,0,2012-09-11
CLINTON                  ,28  COMMERCIAL CONDOS                       ,4,1081,1201,R5, 501 WEST 52ND   STREET                    ,10019.0,0,1.0,1,0,0,1910.0,4, R5 ,10,2013-05-14
CLINTON                  ,29  COMMERCIAL GARAGES                      ,4,1072,59,G9, 558 WEST 44TH STREET                      ,10036.0,0,2.0,2,"2,712","5,400",1940.0,4, G9 ,5000000,2012-08-16
CLINTON                  ,29  COMMERCIAL GARAGES                      ,4,1094,23,G2, 615 WEST 46TH   STREET                    ,10036.0,0,1.0,1,"2,550","2,500",1961.0,4, G2 ,0,2012-01-11
CLINTON                  ,29  COMMERCIAL GARAGES                      ,4,1094,40,G2, 610 WEST 47TH   STREET                    ,10036.0,0,1.0,1,"2,642","2,625",1952.0,4, G2 ,0,2012-01-11
CLINTON                  ,29  COMMERCIAL GARAGES                      ,4,1094,44,G9, 618 WEST 47TH   STREET                    ,10036.0,0,1.0,1,"10,000","4,511",1940.0,4, G9 ,10515000,2013-10-01
CLINTON                  ,30  WAREHOUSES                              ,4,1072,50,E9, 546 WEST 44TH   STREET                    ,10036.0,0,1.0,1,"27,616","22,500",1950.0,4, E9 ,50000000,2012-06-12
CLINTON                  ,30  WAREHOUSES                              ,4,1074,63,E9, 616 11TH   AVENUE                         ,10036.0,0,1.0,1,"27,019","14,460",1950.0,4, E9 ,0,2013-06-28
CLINTON                  ,30  WAREHOUSES                              ,4,1078,7,E1, 547 WEST 49TH STREET                      ,10019.0,0,1.0,1,"2,475","4,000",1950.0,4, E1 ,4600000,2012-12-31
CLINTON                  ,30  WAREHOUSES                              ,4,1094,25,E9, 609-611 WEST 46TH STREET                  ,10036.0,0,2.0,2,"4,775","19,100",1920.0,4, E9 ,12510000,2012-01-11
CLINTON                  ,34  THEATRES                                ,4,1063,8,J6, 441 WEST 53RD   STREET                    ,10019.0,3,3.0,6,"7,531","22,500",1927.0,4, J6 ,0,2013-01-16
EAST VILLAGE             ,02  TWO FAMILY HOMES                        ,1,436,1,S2, 138 1 AVENUE                              ,10009.0,2,1.0,3,"1,200","3,360",1900.0,1, S2 ,635000,2012-01-08
EAST VILLAGE             ,07  RENTALS - WALKUP APARTMENTS             ,2,434,16,C7, 104 EAST 7TH   STREET                     ,10009.0,16,2.0,18,"2,271","8,236",1900.0,2, C7 ,2850000,2012-11-15
