NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,TAX_CLASS_AT_PRESENT,BLOCK,LOT,BUILDING_CLASS_PRESENT,ADDRESS,ZIP_CODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,BUILDING_CLASS_AT_TIME_OF_SALE,SALES
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1170,1243,R4, 2211 BROADWAY                             ,10024,1,0,1,0,0,1908,2, R4 ,3462050.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1170,1247,R4, 2211 BROADWAY                             ,10024,1,0,1,0,0,1908,2, R4 ,1679706.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1170,1254,R4, 2211 BROADWAY                             ,10024,1,0,1,0,0,1908,2, R4 ,3792981.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1170,1259,R4, 2211 BROADWAY                             ,10024,1,0,1,0,0,1908,2, R4 ,4989425.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1010,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,950000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1010,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,585000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1010,R4, 200 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1135000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1010,R4, 200 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1733333.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1010,R4, 80 RIVERSIDE BOULEVARD                    ,10069,1,0,1,0,0,0,2, R4 ,2300000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1034,R4, 200 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,2100000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1084,R4, 200 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,839000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1085,R4, 200 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,820000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1124,R4, 200 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1055000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1174,R4, 200 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,2450000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1191,R4, 200 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1645000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1195,R4, 200 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1795000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1202,R4, 200 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1625000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1225,R4, 200 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,908000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1245,R4, 200 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,725000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1277,R4, 200 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1376000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1295,R4, 200 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,760000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1322,R4, 200 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,899000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1338,R4, 200 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,2245000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1353,R4, 200 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1295000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1358,R4, 200 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1380000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1373,R4, 200 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1399000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1408,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1035000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1418,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,905000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1418,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1050000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1469,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,790000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1480,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,2375000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1493,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,992329.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1507,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,860000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1537,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,2300000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1543,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,799000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1553,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1585000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1562,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1905000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1586,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1770000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1597,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,2250000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1614,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1005000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1625,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,950000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1648,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1125000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1686,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1360000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1698,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,2012750.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1704,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,2385000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1713,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,2250000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1717,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,2087412.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1723,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,11500000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1725,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,2375000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1735,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,4350000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1767,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,725000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1777,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,815000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1794,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,850000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1799,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,825000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,1804,R4, 220 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,855000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,2149,R4, 240 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,5000000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,2152,R4, 240 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,4750511.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,2164,R4, 240 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,3050000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,2173,R4, 240 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,3500000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,2181,R4, 240 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,2150000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,2200,R4, 240 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1175000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,2251,R4, 240 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1520000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,2252,R4, 240 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1625000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,2254,R4, 240 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1570000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,2256,R4, 240 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1575000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,2260,R4, 240 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,485000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3009,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,975000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3023,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,850000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3024,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,850000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3036,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,525000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3038,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,580000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3044,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,650000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3049,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1622000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3062,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1250000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3074,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1800000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3092,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1350000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3098,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1300000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3103,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,810000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3108,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,714000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3115,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1290000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3147,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,850000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3165,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1530000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3172,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,839000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3176,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,849000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3178,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,765000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3202,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,775000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3214,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1135000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3216,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1230000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3217,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1240000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3223,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1585000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3225,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1981250.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3228,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1825000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3239,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1280000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3251,R4, 120 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,630000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3417,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1067997.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3422,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1170000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3423,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,2016500.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3436,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,835000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3439,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,910000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3443,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,940000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3456,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,3600000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3476,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,2100000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3483,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,800000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3488,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,816000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3494,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,2020000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3498,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1980000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3503,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,2650000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3525,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1550000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3526,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1588000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3540,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1762500.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3553,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,2050000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3554,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,2375000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3565,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1900000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3572,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1750000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3580,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1550000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3583,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1550000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3592,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,900000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3606,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1297000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3607,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1250000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3617,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1875000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3637,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,950000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3639,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1628000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3640,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1280000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3644,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1309500.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3659,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,865000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3664,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,975000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3671,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,1911718.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,3672,R4, 100 RIVERSIDE BOULEVARD                   ,10069,1,0,1,0,0,0,2, R4 ,3108162.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,4004,R4, 80 RIVERSIDE BOULEVARD                    ,10069,1,0,1,0,0,2006,2, R4 ,2500000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,4008,R4, 80 RIVERSIDE BOULEVARD                    ,10069,1,0,1,0,0,2006,2, R4 ,1200000.0
UPPER WEST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1171,4019,R4, 80 RIVERSIDE BOULEVARD                    ,10069,1,0,1,0,0,2006,2, R4 ,3460456.0
